frame_number,timestamp,R0,R1,R2,R3,R4,R5,R6,R7
0,0.0,-1.770292691996279,-2.350132389732952,0.7509695058031074,3.1038665911685817,2.6034607437689514,0.31749439143432895,3.117411171059329,2.6860471998708904
1,33.333333333333336,-1.789776549867698,-2.3248181148467504,0.7400300990768179,-3.036213651236206,2.329852888904137,0.3206409399027388,-3.0594776500852343,2.454003828509144
2,66.66666666666667,-1.9024176282872596,-2.312215131668231,0.6491890150514877,-2.865492620835203,1.987462546247589,0.29000160248926377,-2.9277591938427787,2.2011594527600518
3,100.0,-2.0772026083708512,-2.4955316095393276,0.441257047125334,-2.8245048492405376,1.863688712524962,0.18240351754010792,-2.87594007633369,2.0476026521458186
4,133.33333333333334,-2.121445633318243,-2.516745306774998,0.13611472612839493,-2.8154298100029505,1.8302515878819863,0.13200078405828597,-2.844743026165159,1.986211569544664
5,166.66666666666666,-2.1088590889162897,-2.4126799091694062,-0.08261242279906422,-2.8648325864857656,1.8955808945914945,0.025891972644417435,-2.935498614029949,2.0718303364297923
6,200.0,-1.9891398482126716,-2.00965395315556,-0.2520214639284578,-2.940945236870495,1.9934101945497535,-0.15290731938739405,-2.9657329265415977,2.129079598329119
7,233.33333333333334,-2.037524191025267,-2.2735265519407797,-0.4951823935273176,-3.0718026871308592,2.266728345299807,0.15897479964442945,-3.0769511516131987,2.4317710830806596
8,266.6666666666667,-1.719491726720314,-2.309413121196254,-0.5499231847316004,3.104786652859513,2.5432511294176883,0.24659450532754115,3.104394720483456,2.6229214097090034
9,300.0,-1.4013399735818213,-0.9670749311028292,-0.5214067801875584,3.1278715102964365,2.5389519905847355,-0.012024128302295928,3.0982224112049352,2.4687491870353613
10,333.3333333333333,-0.707661128732692,-1.7312195829452954,-0.5009628935432634,-3.1279059666844473,2.4151534345780883,0.015702014130470475,3.0204584198425772,2.2187096667725688
11,366.66666666666663,-0.4138866788526129,-0.7103919408007051,-0.5001803306707326,3.0782336774468444,2.382824384944779,-0.48296493890458425,2.981949383247673,2.0113651482144244
12,400.0,-0.16693331871134753,2.3578973606795106,-0.48961093763936436,2.9864395567843163,2.406000822325444,-0.3778445001410414,2.9528479390829347,1.8562989080176597
13,433.33333333333337,-0.14120714788042277,2.9011442049962857,-0.43414249935069815,2.9494514835253196,2.3932775806521165,-0.1351491988950715,3.0040419456643295,1.7045490641807377
14,466.6666666666667,-0.20061771325383435,3.0463049931618964,-0.3879903640892365,2.949706434440868,2.408616240384356,-0.06789378599124563,3.106162915472901,1.5638460742100566
15,500.0,-0.6117057056296832,3.0571161701727316,-0.5126579327052567,2.9055957045819034,2.514882928749248,-0.07376217379167493,-3.0295457627543754,1.4459740567730925
16,533.3333333333334,-1.6149780827730287,-3.055438435345809,-0.9110657305037844,2.990521477398531,2.5054454933837653,0.014176992312356786,-2.8568225583895503,1.3566800575809956
17,566.6666666666666,2.7361756849156884,-2.8156937539245575,-2.285631260823354,-3.041093615930523,2.3361355363526974,0.1534784008671938,-2.6896476859224507,1.352744241032406
18,600.0,-2.1767815363533454,-2.4682346168711375,-1.0486811959453104,-2.7621475845564216,2.1661895551934394,0.24707685934156345,-2.519523034558368,1.466596750737548
19,633.3333333333333,-2.827054940632123,-2.3273729271772496,-1.5851388692655446,-2.3564976164271485,1.784583454707904,0.3677828015145587,-2.338769029769453,1.58085942250856
20,666.6666666666666,-3.0929821007995,-0.7257987887655254,-1.8447779110016234,-1.9818158031713016,1.4889749597730613,0.5652834683320487,-2.1408003686031565,1.5212630203126258
21,700.0,-2.548225546473942,-2.064056938121278,-1.4297646451529167,-1.752436677944422,1.3347031284329958,0.37454516785089587,-1.973532765867412,1.3981677991834254
22,733.3333333333333,-2.651575896345003,-2.189984449550295,-1.6158030438692,-1.562709627832001,1.1452295076001175,0.3278099339715567,-1.7730598317224444,1.2926546206596294
